Id;Judul;Url;Lulusan;Description;Gaji
26;https://www.ausbildung.de/stellen/auszubildender-zum-fachinformatiker-fuer-systemintegration-ab-08-2024-m-w-d-azit-1266-au-bei-ic-consult-group-gmbh-in-essen-f6a2174e-2098-4085-aafb-525bef4acd38/;Trainee as IT specialist for system integration from 08/2024 (m/f/d), AZIT-1266-AU at iC Consult Group GmbH in Essen;Middle maturity;We are looking for a trainee as an IT specialist for system integration (m/f/d) for our location in Essen from August 1st, 2024 or September 1st, 2024. Your new field of activity Step by step you will get to know all the tasks that are carried out in the IT department in a medium-sized company IT companies The diverse focuses of your 3-year training range from IT helpdesk, server and network infrastructures, VPN/security technologies and monitoring to application support in your own data center and in the cloud. Short checklist of what you bring with you. You have yours You have completed a school career with an intermediate level of education or a high school diploma or a technical college entrance qualification. You have a good technical understanding and good PC and Windows knowledge. You show a strong commitment and enthusiasm for familiarizing yourself with new IT topics and are always up to date You are a team player and impress with your reliability, independence and sense of responsibility. Good written and spoken knowledge of German and English rounds off your profile. Your benefits - so that you feel completely at home with us. Practical training with involvement in all areas and processes IT in a medium-sized company 30 days vacation and high-quality equipment of your choice - whether Apple or Windows, you decide! A 3-day boot camp for your new start with us, in which you will be trained in IAM and various technologies iC Consult University - our comprehensive onboarding program accompanies you on your individual induction path with training modules, mentoring programs and events to promote your personal and professional Further training and career development, e.g. through internal training and development programs A personal coach, mobility support through the Deutschlandticket and a company sports membership are available to you Feelgood service, supports you in your private matters, e.g. with administrative or personal matters, organizing trips Employee discounts from well-known providers on products and services Regular team and company events in a relaxed atmosphere to strengthen the corporate climate Flat hierarchies, short decision-making processes and a high degree of personal responsibility with a lot of freedom to make decisions are what sets us apart. Convinced? Then send in your application! We are happy to answer any questions you may have and look forward to getting in touch with you soon! Send us your application documents (curriculum vitae, certificates) to karriere@ic-consult.com, stating the reference number AZIT-1266-AU. Or contact us in advance on Tel.: + 49 201 616162-0 | Contact person: Pascal MielkeDiversity in all dimensions is very important for our teams. We therefore include this criterion in our hiring decisions. This is usiC Consult is the leading independent consultant, system integrator and managed services provider for Identity & Access Management (IAM) with more than 800 employees worldwide. With our dedication to excellence and innovation and the best technologies in the IAM environment, we offer our customers first-class cyber security solutions. Our service portfolio includes managed services for IAM including consulting, architecture, implementation, integration, support and operations. iC Consult is headquartered in Munich and has branches in Germany, Switzerland, Austria, France, Belgium, Spain, Bulgaria, Great Britain, the USA, Canada, India and China. The world's biggest brands trust our expertise to protect and manage their most valuable assets: their identities. VerwaltungsiC Consult GmbHHuyssenallee 99-10345128 EssenT +49 201 616162-0E kontakt@ic-consult.comwww.ic-consult.comYou can find further information at: www.lovemyjob.ioThe protection of your data is important to us! That's why you can find all the information about how to handle your data in our data protection declaration: ic-consult.com Earnings during training 1st year1050 €2. Year1100 €3. Year1150 €;"-1. Jahr => 1050 €; 2. Jahr => 1100 €; 3. Jahr => 1150 €; "
27;https://www.ausbildung.de/stellen/ausbildung-zur-zum-fachinformatiker-in-m-w-d-bei-information-und-technik-nordrhein-westfalen-it-nrw-in-hagen-b79556a5-2d93-473a-9691-74f7ada528cd/;Training to become an IT specialist (m/f/d) at Information and Technology North Rhine-Westphalia (IT.NRW) in Hagen;Middle maturity;Your mission: Bring NRW forward digitallyAt IT.NRW it is about more than “just” a job. It's about an important social mission: making an entire federal state more digital. As a specialist in market and social research (m/f/d), you collect statistics and evaluate them so that they can be made available to all citizens. Get involved now and make an important contribution to 18 million citizens in NRW! Your area: IT training center and service bundleIn our IT training center (ITAZ) in Düsseldorf, you will receive comprehensive basic IT training together with the other trainees from your year. You will get to know all facets of IT, even with the PRINCE2 Foundation and ITIL Foundation certifications. After 18 months at ITAZ, you will be fit for all IT areas at IT.NRW and can successfully use your strengths and interests in the desired department. You can choose between system integration, where you will learn everything about networks, hardware and entire systems and the field of application development, where you develop software applications for IT.NRW and our customers. Creates meaning: Your training Duration of training: 3 years, it can be shortened to 2.5 years. You spend the first half of your training in the new IT training center in Düsseldorf. After 1.5 years, you switch to in-company training at the location of your choice (Düsseldorf or Hagen) You will be accompanied by experienced trainers You will attend the vocational school in Düsseldorf in the form of block lessons (we will provide your accommodation during this time) You can expand your knowledge through internal courses and external internships You can find all further information here : www.it.nrw Moves more: Your profile What you bring with you: High school diploma or a higher degree Successfully passed online recruitment test Also desirable: Motivation, willingness to learn and solution orientation Team spirit and service mentality Technical understanding and IT affinity Your benefits: fair remuneration the collective agreement for trainees from the TVA-L BBiG states • Close support from experienced trainers • ITAZ working hours (1.5 years): Mondays 8:00 a.m. to 4:00 p.m., Tuesdays to Fridays 8:00 a.m. to 3:30 p.m • Flexible working hours in the service bundles between 6:30 a.m. and 8:00 p.m. without core working hours • Barrier-free IT training center (learning environment) with plenty of space to discover and try things out • Trainees from the Hagen and Münster locations will be at ITAZ and the vocational school blocks during their time financially supported for accommodation in the Düsseldorf area• Health offers• Internal courses and external internships (also abroad)• Christmas bonus• Capital-forming benefits• Company pension plan: VBL• Very good career opportunities due to high take-on rates• After completing your training, you will continue your education and go through the operational phase Professional (degree at bachelor's level) • You can find all further information here: www.it.nrw We live diversity: We are particularly happy to receive applications from women and, in accordance with the LGG NRW, give preference to women in areas in which they are underrepresented. Applications from severely disabled people and disabled people with equal status within the meaning of Section 2 SGB IX are welcome. We are expressly committed to diversity in our working environment and welcome applications from all talents - regardless of age, gender and gender identity, ethnic and cultural origin, religion and belief, disability, sexual orientation and identity. That's why IT.NRW has signed the Diversity Charter www.charta-der-wandel. The right step: Your application Simply apply online now and join us in making an important contribution to 18 million people in North Rhine-Westphalia. Apply now &gt bewerbung.nrwPlease submit your application via our application portal by January 31, 2024. Your complete application includes the following documents: CV Relevant certificates Of course, we pay attention to data protection and treat your documents confidentially. Our application processPlease apply exclusively via our application portal (unfortunately, documents sent by email or post cannot be considered). After submitting your application, you will receive a confirmation of receipt. We will then check your documents. If the requirements are met, we will invite you to take the online test. We will inform you about the next steps as soon as possible. Your connection to usIf you have any questions about the application process, we will be happy to answer them:Barbara Roedel 0211 9449-6722 and Christina Morgenstern 0211 9449-6726Or by email to: bildung@it.nrw.de Earnings during the training 1st year1086.82 €2. Year1140.96 €3. Year1190.61 €;"-1. Jahr => 1086,82 €; 2. Jahr => 1140,96 €; 3. Jahr => 1190,61 €; "
28;https://www.ausbildung.de/stellen/ausbildung-zum-zur-fachinformatiker-in-fuer-daten-und-prozessanalyse-m-w-d-bei-bonita-international-gmbh-co-kg-in-hamminkeln-7a068113-b958-41a8-b20c-caf075b882f1/;Training as an IT specialist for data and process analysis (m/f/d) at BONITA International GmbH & Co. KG in Hamminkeln;Not specified;Do you live fashion?Bonita has stood for current fashion and self-confident, modern femininity for over 50 years - in 24 collections per year. 1,900 employees from 42 nations work at over 500 POS in Germany, the Netherlands, Austria and Switzerland. You're the only one who's missing! This is what awaits you with us A varied training in a future-oriented company Interesting tasks and projects in different areas of IT The opportunity to contribute your own suggestions and ideas Individual support and promotion of your interests and skills An open, respectful and fair cooperation Very good chances of being taken on and exciting prospects after successful completion A modern workplace and short communication channels Covering costs and exemption for exam preparation courses Flexible working hours, 30 days vacation and special leave for various occasions You receive an additional day off on your birthday so that you can enjoy your special day You can receive free health offers - and use the fitness area. We also offer you the option of a heavily discounted membership, e.g. B. in fitness studios in cooperation with Urban Sports Club: depending on the package, you have an attractive offer from the sports and wellness area. Move a lot together! Become part of a great team and apply to us. We are looking forward to your application! Your tasks Your training starts on August 1st, 2024 and runs for 3 years. During this time you will gain insights into the different departments of a trading company, get to know standard business software (SAP ERP), how middleware systems work (e.g. SAP PO), in-house developments (e.g. branch system ) and analysis systems (e.g. SAP SAC, SAP BW) You work with tools and languages ​​(e.g. SQL) for database queries Analysis of existing business processes Recording requirements from the specialist departments Process design for new or changed business processes in IT systems Planning and carrying out software tests Carrying out your own projects from the requirement to the finished product Monitoring and error analysis of business processes You support the ERP & Sales Applications team You attend vocational school two days a week and also have the opportunity to develop yourself through in-house further training This is what we want from youYou have a very good secondary school leaving certificate (intermediate school leaving certificate) or a well-completed (technical) high school diploma. You are motivated to get to know a wide range of IT issues and processes. Ideally, you have good knowledge of Microsoft products (Word, Excel, Teams, Powerpoint, if necessary Visio). Motivation, Reliability and fun getting involved round off your profile ContactKristina PretzerBonita GmbHKesseldorfer Rott 3946499 Hamminkeln;-
29;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-in-m-w-d-bei-freie-hansestadt-bremen-aus-und-fortbildungszentrum-in-bremen-9f8cbae2-483d-4d1f-bec5-9c85c930d8d2/;Training as an IT specialist (m/f/d) at the Free Hanseatic City of Bremen training and further education center in Bremen;Secondary school diploma;IT specialist (f/m/d)The Free Hanseatic City of Bremen is recruiting trainees (f/m/d) on August 1, 2024 for the training occupation of IT specialist (f/m/d). You will complete the practical training in various departments and facilities of the Bremen public service or in Bremerhaven (bremenports GmbH &ampCo. KG). As an IT specialist/system integration, you will implement complex IT systems with software and hardware components. You configure and administer networked client and server systems. Your tasks include the systematic planning, implementation and control of projects as well as the elimination of disruptions with the help of expert systems. Firewall technology and IT security will also be constant topics throughout your training. IT specialists/application development mainly work on the development of software and multimedia applications. At the same time, you also concentrate, for example, on the development of newer programming options such as mobile programs (apps). Requirements: You can apply if you have at least a secondary or secondary school diploma (or a vocational training qualification or intermediate school qualification) or a level of education recognized as equivalent. Please attach the following documents to the application letter: CV, photocopy of the last school certificate and the final certificate from the general education school previously attended, photocopies of certificates of employment since leaving school. In the interests of climate protection, we would be pleased if you sent us your application documents electronically. If you do not have the opportunity to do this, please do not use application folders. Please do not include any original documents with your application, as we cannot send them back for cost reasons. Thank you! General information: Bremen is a cosmopolitan and tolerant city where people from different countries of origin live. We want this cultural diversity to be reflected in our employees. Competencies such as B. Multilingualism or experiences from other cultures are particularly valuable for us and helpful for working together. We would therefore like to encourage people with a migrant background to apply for this advertisement. In order to reduce the under-representation of women, especially in training occupations in the commercial and technical sector, women should be given priority if they have the same qualifications as their male competitors, unless personal reasons for a competitor outweigh them. Women are therefore expressly encouraged to apply. Individual working time models can be agreed upon for applicants with children. Priority will be given to severely disabled applicants who essentially have the same professional and personal suitability. The call for proposals is subject to the outstanding resolutions of the Senate and the Budget and Finance Committee. The job advertisement and further information can also be found on the Internet at www.karriere.bremen.de. If you have any questions, please do not hesitate to contact Mr. Röhrs: (Tel. 0421/361-59987, Email: stephan.roehrs@afz.bremen.de). Information in accordance with Article 13 of the General Data Protection Regulation for applicants We ask you to take note of the information on the collection of your personal data. You can find this under “Data protection declaration” on www.karriere.bremen.de. By sending your application documents, we assume that you agree to the collection of your personal data. Please send your application by November 30, 2023 with the reference number: FIAL 2024 to the Training and Further Education Center (AFZ), Ref. 40 Doventorscontrescarpe 172 B 28195 Bremen or by email* to ApplicationsBBiG@afz.bremen.de * Please note that contact and further information for the subsequent selection steps will be made via email.;-
30;https://www.ausbildung.de/stellen/ausbildung-zum-fachinformatiker-fuer-systemintegration-in-dortmund-m-w-d-bei-amprion-gmbh-in-dortmund-f2536c5a-da30-466b-99dc-143f8113401b/;Training as an IT specialist for system integration in Dortmund (m/f/d) at Amprion GmbH in Dortmund;Middle maturity;Amprion connects. Our transmission network transports electricity to 29 million people in an area from the North Sea to the Alps. A third of Germany's economic output is generated there. Our lines are society’s lifelines. We keep our network stable and secure - and pave the way for the energy transition: We are expanding our network and working on new ideas for a climate-friendly, safe and efficient energy system. Training as an IT specialist for system integration in Dortmund (m/f/d)As part of your training as an IT specialist (m/f/d) for system integration, you will get to know a wide range of information technology and gain insights into the tasks of different departments and functional areas. The following areas of activity await you, among others: planning, installation, configuration and administration of complex IT systems, cloud-based infrastructure and platforms, basics of programming, operating systems, networks and database systems, protection of our critical infrastructure from cyber attacks, conception and implementation of digitalization projects WHAT WE EXPECT: a Good to very good technical college entrance qualification or a higher school diploma Enjoyment of mathematical, economic and technical issues A quick comprehension Good English language skills Good communication skills and enjoy working in a team WHAT YOU CAN EXPECT FROM US: a highly exciting training in a dynamic working environment Challenging tasks from the Everyday life of a transmission system operator a lucrative training allowance your own company laptop and a company cell phone good chances of being taken on Are you interested? We would be pleased if you sent us your meaningful application documents via our online career portal. Applications from severely disabled people are welcome. More information about Amprion and current positions at www.amprion.net. Earnings during training according to collective agreement;-
31;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-in-m-w-d-fuer-systemintegration-bei-icn-gmbh-co-kg-in-dortmund-57f2ffb5-208c-4c6f-9e1a-e9eb3cdab8cd/;Training as an IT specialist (m/f/d) for system integration at ICN GmbH + Co. KG in Dortmund;Not specified;"We are looking for youAll ICN employees stand up for each other, offer help and can accept help. Everyone creates the basis for trusting cooperation through their behavior. We are open to new things, think outside the box and allow for different perspectives in the team. Our goal is to create a culture of mutual respect, trust, appreciation and security and to build a sense of community. “Gendering” is not relevant in our communication. No matter your nationality, religion, ethnic origin, worldview or sexual orientation - at ICN, people are the focus. We consider diversity to be a sensible ""must"" as it enables us to hire the most talented employees and helps us to be more innovative and efficient and to be a more creative company. We look forward to receiving your application! Your tasks: Advice and support for our customers on the phone and on site You analyze technical problems, independently derive suggested solutions and implement them in a result-oriented manner Installation and configuration of systems Implementation and troubleshooting of network technology What do we expect from you? General university entrance qualification, technical college entrance qualification, already completed training, university dropout or comparable You impress with an independent, solution-oriented way of working and communication skills. Very good knowledge of German is required, good knowledge of English is desirable. Determination and the ability to work in a team round off your profile. Do you feel addressed? Then we look forward to receiving your application as a PDF including your motivation and why you fit into our team.Contactz.Hd. Ms. Sina Hermannspan Joseph-von-Fraunhofer-Straße 2944227 Dortmund0231 975199-0bewerbung@icn.de";-
32;https://www.ausbildung.de/stellen/ausbildung-zum-fachinformatiker-m-w-d-bei-omexom-deutschland-in-zwickau-60530704-17be-409f-874f-ec1967282abe/;Training as an IT specialist (m/f/d) at Omexom Germany in Zwickau;Middle maturity;In a nutshell Start of training: September 1st, 2024 Duration of training: 3 years Training locations: The Omexom Ebehako in Zwickau A vocational school close to home Very good opportunities for employment and development following the training The training content For training to become an IT specialist, you can choose between two focuses choose - application development or system integration. At the vocational school you will receive all the theoretical basics relating to information technology, e.g. B. for programming software and operating IT systems. You can then apply this specialist knowledge in practice with us. You actively support our IT team in the IT support of our employees. You will help solve tickets in 1st level support. You will also learn how to set up IT workstations and put devices into operation. You can also explore other areas of Omexom and get a great overview of the company and its business. Your advantages and perspective1 TOP TRAINING WITH VARIETY With us you will receive excellent and practical vocational training in which you will be optimally prepared for your professional life. There is no boring routine! There is always variety through rotation, a variety of tasks or the change between inside and outside sales. 2 JOB WITH MEANING The best way to achieve the energy transition is to help shape it. And that’s exactly what you can do with Omexom! As part of Omexom, you are doing your part for a safe, sustainable and fairer future. 3 YOU HAVE AN EXCITING PERSPECTIVE FOR YOUR CAREER The energy industry is constantly developing and offers careers with a future. Energy is more important than ever! At Omexom you have a secure career start and at the same time many doors are open to you to develop further within the company - be it to a position with more responsibility or assignments abroad. 4 OFFERS FOR YOU Work isn't everything! As part of the Vinci Group, we offer you extensive benefits. From the share program to company pension schemes, company health management, purchasing advantages, bonus payments and much, much more. We also provide the best possible support for the compatibility of work, leisure and family. 5 CONTINUING EDUCATION Your individual support is very important to us, which is why our company academy offers special support and management programs for your career advancement as well as a variety of opportunities for your personal and professional development. 6 TEAM FEELING – BECOME PART OF A STRONG TEAM! We attach great importance to team building and exchange! That's why we regularly invite you to events and company parties. A special event of the year is the trainee days, where you get to know all the trainees from all over Germany. But Christmas parties, excursions and other events also give you the opportunity to grow together with your colleagues. 7 SAFETY People are our top priority. That's why occupational safety is so important to us. Our goal: zero accidents! What you bring with you You have successfully completed secondary school or are about to graduate. You have good performance in mathematics and physics and a strong technical understanding. You enjoy using the PC and find it easy to get used to new systems. In addition, you may have already gained initial experience in programming or setting up IT systems. You definitely impress with your commitment, curiosity and your interest in technology. You also enjoy working in a team.;-
33;https://www.ausbildung.de/stellen/ausbildung-zum-fachinformatiker-m-w-d-systemintegration-beginn-2024-bei-scheidt-bachmann-gmbh-in-moenchengladbach-105483d8-2e4a-4770-a571-b1fc401d7754/;TRAINING AS AN IT SPECIALIST (M/F/D) SYSTEM INTEGRATION (START 2024) at Scheidt & Bachmann GmbH in Mönchengladbach;Not specified;TRAINING AS AN IT SPECIALIST (M/F/D) SYSTEM INTEGRATION (START 2024)You know that TikTok is not the only network and that a bus system has nothing to do with local public transport? If you use computers for more than just video games, then you should apply for our training as an IT specialist (m/f/d) systems integration. The focus is on the planning and configuration of IT systems. What awaits you with us: You analyze the requirements of internal and external customers. You will learn how to control the planning, setup, maintenance and administration of systems and network structures. You support the selection and installation of hardware and software. You will learn how to provide professional advice, support and training for your customers. You will take part in vocational school classes at the Uerdingen vocational college in Krefeld as well as in-house training measures and learn about operating systems, network technologies, firewalls and data encryption, among other things. To really get started with us, you should have the following: Successfully completed general university entrance qualification, technical college entrance qualification, ideally with a focus on information technology, or technical college entrance qualification Good grades in German, English and mathematics Good understanding of technical contexts Enjoyment of technology Independent and precise way of working Teamwork and service orientation We offer: Multi-award-winning training Structured buddy system Company and English lessons Targeted exam preparation A motivated team of trainers Collegial working atmosphere Modern company restaurant Above-average remuneration plus special payments 6 weeks of vacation per year plus free bridging days Earnings during training in accordance with the collective agreement;-
34;https://www.ausbildung.de/stellen/ausbildung-als-fachinformatiker-in-m-w-d-bei-neubrandenburger-stadtwerke-gmbh-in-neubrandenburg-36a6e1fd-9bf3-4d17-b04c-334d32877abe/;Training as an IT specialist (m/f/d) at Neubrandenburger Stadtwerke GmbH in Neubrandenburg;Middle maturity;Training content IT specialists (m/f/d) specializing in system integration plan and configure IT systems. As a service provider in-house or at the customer's, they set up these systems according to the requirements and operate or manage them. This also includes, when malfunctions occur, they systematically isolate and correct errors using modern expert and diagnostic systems. You advise internal and external users on the selection and use of devices and solve application and system problems. In addition, they create system documentation and conduct training for users. As an IT specialist (m/f/d), you will work at our subsidiary neu-itec GmbH and, among other things, ensure and support the functionality of all application software for our employees and external customers the entire workplace technology. Requirement: good secondary school diploma or high school diploma, analytical and logical thinking skills, team spirit, good knowledge of English. We offer you: annual learning material allowance, health and sports offers, job ticket, company events, further training and further education, in-house company bistro and lunch subsidy 1st year1069.26 €2. Year1118.2 €3. Year1164.02 €;"-1. Jahr => 1069,26 €; 2. Jahr => 1118,2 €; 3. Jahr => 1164,02 €; "
35;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-in-anwendungsentwicklung-m-w-d-bei-d7-consulting-gmbh-in-ehingen-donau-3aae09a3-e216-4500-8def-00ea7fc4da05/;Training IT specialist in application development (m/f/d) at d7 Consulting GmbH in Ehingen (Donau);Middle maturity;Your tasks During your 3-year training you will learn theoretical basics in vocational school lessons. On your practical days we offer participation in a wide range of tasks and taking on project tasks from conception to development to quality assurance & documentation. Research and development of new topics relating to digitalization &amp SAP Your profile Middle school diploma, high school diploma or technical college entrance qualification Affinity to technology and logical way of thinking Interest in modern topics related to software development We offer a great team, diverse project work, customers from different industries Varied and practical training, focus on SAP Diverse opportunities for further development;-
36;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-in-m-w-d-fuer-systemintegration-bei-erwin-hymer-group-se-in-bad-waldsee-22b08a30-35e2-4abf-ac0f-29a866ea48f7/;Training as an IT specialist (m/f/d) for system integration at Erwin Hymer Group SE in Bad Waldsee;Middle maturity;As an IT specialist for system integration, you are responsible for planning and configuring IT systems and ensuring that everything runs technically according to customer requirements. The training starts on September 1st, 2024 and lasts three years. It takes place in cooperation with the Tettnang Electronics School. Your tasks Planning, installation, configuration and management of complex networked IT systems through integration of hardware and software components Planning, operation and maintenance of the local data center Commissioning of client, server, network and telecommunications systems Methods for project planning, implementation and control Systematic troubleshooting using diagnostic systems Development and presentation of system solutions Technical advice, support and training of users Ensuring company and IT security guidelines Preparation of system documentation and quality assurance Your profile Completed technical college entrance qualification or intermediate school leaving certificate or your graduation is about to begin Experience and fun in dealing with Computers and software Good performance in mathematics and computer science is an advantage. Previous knowledge of general information technologies and technology is an advantage. Interest in the conception and implementation of IT and telecommunications systems. Interest in business management. Good knowledge of English. Open nature and enjoy working in a team. Independence and initiative. We offer exciting and varied tasks with a lot of creative freedom in an international group of companies Support from our trainers, who will work with you to develop a personally tailored training plan Participation in the flexible working time system The opportunity to get to know another Erwin Hymer Group location in addition to Bad Waldsee Group-wide trainee days, targeted training and... Further training offers as part of our EHG Academy as well as diverse perspectives after training. Interested? Then we look forward to receiving your meaningful online application via our application portal. If you have any questions, Carina Geiger will be happy to help you at carina.geiger@erwinhymergroup.com.;-
37;https://www.ausbildung.de/stellen/ausbildung-als-fachinformatiker-in-m-w-d-anwendungsentwicklung-bei-versandhaus-walz-gmbh-in-bad-waldsee-9ced9b2a-d9e9-4637-b83c-8ab87bdbdf95/;Training as an IT specialist (m/f/d) application development at Versandhaus Walz GmbH in Bad Waldsee;Middle maturity;Your tasks: Planning, implementing and supervising software projects Programming in different languages ​​Checking and adapting existing business processes and much more. Your profile: intermediate level, ideally vocational school/vocational college/technical college entrance qualification in the IT sector, good previous knowledge of hardware and software, technical understanding and analytical skills, motivation and willingness to learn Vocational school: Karl-Arnold-Schule Biberach or Elektronik-Schule Tettnang We offer: 30 days of vacation per year 37.5 hours per week Business laptop and the possibility of mobile working Employee-friendly flexitime regulations A pleasant working atmosphere in a motivated team Future-oriented and varied training with a high level Takeover rate Holiday and Christmas bonus Additional certificate bonus Company pension scheme & occupational disability insurance Meal subsidies for our in-house canteen Employee discount for our different ranges and with cooperation partners Free company parking space Flat hierarchies with a first-person culture This is how you can apply: You are interested in this training and your qualifications match our profile? Then we look forward to receiving your application. You can either send this to us by post or directly online via our career portal. Earnings during training 1st year920 €2. Year1010 €3. Year1140 € There's (actually) something cool to see here! This is a placeholder for video content from YouTube. Curious? Then unlock the content now. Yes, I allow external content from YouTube. I agree that the external content can be displayed to me. Personal data may be transmitted to third-party platforms. More information can be found in the data protection declaration.;"-1. Jahr => 920 €; 2. Jahr => 1010 €; 3. Jahr => 1140 €; "
38;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-in-m-w-d-systemintegration-bei-erzdioezese-muenchen-und-freising-kdoer-in-muenchen-bf606598-86cd-4562-b3c3-f64efa965751/;Training as an IT specialist (m/f/d) system integration at the Archdiocese of Munich and Freising KdöR in Munich;Middle maturity;Your future begins with us! The Archbishop Ordinariate of Munich carries out the tasks of diocese administration on behalf of the Archbishop of Munich and Freising. In the Archdiocese of Munich and Freising, around 16,000 people work in pastoral care, administration as well as in social institutions and educational institutions. We are looking for you for the Archbishop's Ordinariate of Munich from September 2024 as a trainee: real estate agent (location: 80333 Munich). The main training content is real estate management ( Rental, lease and leasehold management, supplemented by WEG administration in cooperation), real estate transactions (e.g. building land development, valuation and transactions supplemented by real estate sales in cooperation) as well as strategic real estate management. The focus of training in the final year of training is on “building management” and “construction project management”. The theoretical training takes place in block lessons at the Munich Vocational School for Finance, Real Estate and Automotive Industry. We offer you 3 years of varied and practical training as well as insight into various administrative areas and working with a modern ERP system (SAP), comprehensive support, Further training and seminar offers as well as exam preparation, training fee according to ABD (corresponds to TVöD), company pension scheme and, if applicable, Munich allowance as well as numerous additional benefits, e.g. B. Company canteen, extensive health and fitness offers a professional perspective with a future. Your requirements profile: at least a (bound) university entrance qualification and good grades in mathematics and English. Interest in using computers and a technical understanding of computer science. Curiosity, joy and openness to new technologies. Commitment, initiative and joy in working in a team. Identification with the goals and values ​​of the Catholic Church. You can find further information about the training offered as well as the Archbishop's Ordinariate of Munich and its facilities at www.erzbistum-muenchen.de. People with severe disabilities will be given priority if they are equally qualified. Take your future into your own hands! We look forward to receiving your meaningful application documents via the application portal by October 15, 2023 at the latest. The reference number for this advertisement is: 9485. Earnings during training according to collective agreement;-
39;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-m-w-d-in-dresden-bei-afbb-akademie-fuer-berufliche-bildung-ggmbh-in-dresden-89085e60-8161-4afd-928e-d6c8bd941a73/;Training as an IT specialist (m/f/d) in Dresden at AFBB Academy for Vocational Education gGmbH in Dresden;Middle maturity;Training for IT specialists (m/f/d) in Dresden IT specialists (m/f/d) specializing in “system integration” design, install and administer networked IT systems for internal and external customers. You inform customers, evaluate marketable IT systems and customer-specific solutions. You will also oversee the IT systems and be responsible for IT security and data protection measures. IT specialists (m/f/d) specializing in “application development” design and develop software solutions for internal and external customers. You observe IT security and data protection in all work. You advise customers on innovative business models and business processes. You accompany the software development from the needs analysis, through maintenance and adaptation to replacement with another software solution. Choice between 2 disciplines: system integration (FR SI) application development (FR AE) training content information technology systems, including architecture of IT systems, networks, data security and data protection Developing and providing applications, including project management, program development methods, databases, business processes, etc. Market research, customer advice, sales planning Preparation for the IHK final examination part I and II Advantages IHK qualification IT specialist (m/f/d) internship abroad lasting several weeks Additional qualifications: Linux programming for the Internet of Things (IoT) database and server administration internship abroad lasting several weeks with Europass Mobility Freelance ApprenticeshipsVisit our apprenticeship exchange and see which companies we are already working with in training to become IT specialists (m/f/d). Our apprenticeship service will also be happy to advise you and support you in finding the right apprenticeship position. You can find an overview of our training partners at www.afbb.de. We are looking forward to your application! Do you want to find out more? Then click in: www.afbb.de;-
40;https://www.ausbildung.de/stellen/ausbildung-zum-fachinformatiker-in-m-w-fuer-systemintegration-2024-bei-abus-august-bremicker-soehne-kg-in-affing-e3181cb3-82ed-4434-825d-b7045da3b107/;Training as an IT specialist (m/f) for system integration in 2024 at ABUS August Bremicker Söhne KG in Affing;Middle maturity;ABUS Security Center GmbH &amp Co. KGABUS Security Center is a manufacturer of innovative alarm systems, video surveillance systems, access control systems, door intercom systems and hazard detectors. As part of the ABUS Group, our company specializes in both industry-specific security needs and the requirements of private users. The focus is on the development of holistic and particularly user-friendly security products and complete security solutions. As a trainee, you can also count on our full support and accompany you on practical ABUS projects. Your career wish: “To make life a little safer.” - Then we have the right challenges! Area of ​​activity IT specialists (m/f) implement specialist and customer-specific requirements in hardware and software systems. In addition to analysis and planning, they support information and telecommunications systems and introduce new or modified systems. As specialists, they are central contacts, technical advisors and supervisors for users. In the “System Integration” specialty, you will advise, support and set up workstations on the IT side. Areas of focus of our 3-year training: Working in the user helpdesk (first/second level support) Supporting system and network administration Installing and supporting our applications Working on various projects Advice and user training This sets you apart for an optimal start: Special interest in IT Good prior mathematical knowledge as well as logical thinking and understanding Subject-related internships Enjoy working in a team as well as solving problems independently Middle school or (technical) high school diploma (college dropouts are welcome) Desirable: initial knowledge of a programming language You can expect from us Practical training in an internationally active, family-run company with an open working atmosphere and many extras: flexible working hours, food and beverage flat rate, subsidies for fitness programs, good transport connections. Training begins on September 1st, 2024. With you into our shared future. There's (actually) something cool to see here! This is a placeholder for video content from YouTube. Curious? Then unlock the content now. Yes, I allow external content from YouTube. I agree that the external content can be displayed to me. Personal data may be transmitted to third-party platforms. More information can be found in the data protection declaration.;-
